interval,timestamp,mg1.x,mg1.y,mg1.z
16.0,77130886.0,16792.566387678282,-102022.6203797749,267345.6808805342
16.0,77130886.05,-24017.228455612414,-99646.38036098186,272464.663229799
16.0,77130886.1,11505.013857195578,-101980.56747291621,268616.24937404535
16.0,77130886.14999999,-15396.087959632552,-99437.53322535587,270606.44313696283
16.0,77130886.19999999,2512.2211970666954,-101641.22061729582,270390.0029854417
16.0,77130886.24999999,-6101.72377615679,-99464.70180210474,269230.3614470569
16.0,77130886.29999998,-4414.407849066728,-100716.13505262119,270950.4188854272
16.0,77130886.34999998,-137.74187841842922,-101448.01157498348,270251.9829030822
16.0,77130886.39999998,-6263.711346652528,-100679.7632494774,270272.01856755104
16.0,77130886.44999997,-836.6495523382894,-102262.06525455831,271911.7251167807
16.0,77130886.49999997,-4673.286925055287,-99664.00779551329,268329.43408176035
16.0,77130886.54999997,-3526.6137265687385,-102714.48837224444,273169.26088211057
16.0,77130886.59999996,-2716.771853950767,-99958.08707833006,268265.2381600268
16.0,77130886.64999996,-4630.195883714803,-101958.77194273182,271874.39452888374
16.0,77130886.69999996,-3427.568005740955,-102994.12758103132,273223.5593525645
16.0,77130886.74999996,-2723.820074647933,-99236.04572086046,266989.0458289374
16.0,77130886.79999995,-6695.238346320299,-106675.52869346787,280353.9843501417
16.0,77130886.84999995,1831.7873139432545,-95518.4308881168,259876.7520524179
16.0,77130886.89999995,-10711.856466378395,-109497.93916714677,286514.15542837407
16.0,77130886.94999994,4692.637669520488,-93343.09565064692,256081.9461209387
17.0,77130887.0,17683.210313109623,-102377.65832883384,268354.5637281515
17.0,77130887.05,-23260.054049552866,-99765.03055246526,273630.22218398063
17.0,77130887.1,12118.440605586915,-101780.84082790068,269505.7206946152
17.0,77130887.14999999,-14876.89561512043,-99283.81235197769,271649.5987458386
17.0,77130887.19999999,2965.834866014739,-101592.14344800764,271589.8290942627
17.0,77130887.24999999,-5445.365139375693,-99768.54905260907,270451.4801470238
17.0,77130887.29999998,-3667.463155887097,-102154.34947093678,272477.4076464499
17.0,77130887.34999998,342.30487640175716,-102038.5601592522,271206.6536358482
17.0,77130887.39999998,-6138.529140047045,-100341.10556370279,270873.4298185026
17.0,77130887.44999997,-654.9874424817563,-102403.94548817343,272836.7360358598
17.0,77130887.49999997,-4421.385512491011,-100023.92795609674,269070.3244883102
17.0,77130887.54999997,-3178.2213925074193,-103320.4983569633,274073.08577099175
17.0,77130887.59999996,-2348.605174212379,-100470.9625116369,269277.1356184555
17.0,77130887.64999996,-4499.3304792964955,-102277.64935931825,272650.00483927806
17.0,77130887.69999996,-3340.035686106486,-103173.75582122096,273841.63034861174
17.0,77130887.74999996,-2663.3292566909295,-99484.30964328982,267497.53807806014
17.0,77130887.79999995,-6479.071786315451,-107735.03461043163,281483.7213003535
17.0,77130887.84999995,2065.6382367947003,-96668.94845511863,261130.55138832494
17.0,77130887.89999995,-10937.901133896186,-109641.62230949705,286678.6792216742
17.0,77130887.94999994,4571.050088777851,-93410.5136615973,256178.41984471856
18.0,77130888.0,17658.515718027822,-102378.89544926974,268397.3940348964
18.0,77130888.05,-23293.954293227314,-99971.86060765991,273771.14002647996
18.0,77130888.1,11973.435936379941,-101985.82626792334,269556.4979045136
18.0,77130888.14999999,-15030.609451094875,-99532.38863213964,271775.0509639643
18.0,77130888.19999999,2474.3056263021135,-101763.91772520388,271867.4412295837
18.0,77130888.24999999,-5917.863036457902,-99885.51536916348,270768.764731626
